# x_m,y_m,w_tr_right_m,w_tr_left_m
8.5700,-0.2763,0.6325,0.6325
8.5700,-0.2363,0.6450,0.6450
8.5700,-0.1963,0.6462,0.6462
8.5700,-0.1563,0.6325,0.6325
8.5700,-0.1163,0.6210,0.6210
8.5300,-0.0763,0.6462,0.6462
8.5300,-0.0363,0.6450,0.6450
8.5300,0.0037,0.6412,0.6412
8.5300,0.0437,0.6400,0.6400
8.5300,0.0837,0.6400,0.6400
8.4900,0.1237,0.6800,0.6800
8.4900,0.1637,0.6800,0.6800
8.4900,0.2037,0.6800,0.6800
8.4900,0.2437,0.6800,0.6800
8.4500,0.2837,0.7088,0.7088
8.4500,0.3237,0.6986,0.6986
8.4100,0.3637,0.6847,0.6847
8.4100,0.4037,0.6905,0.6905
8.4100,0.4437,0.6986,0.6986
8.4100,0.4837,0.6986,0.6986
8.3700,0.5237,0.6812,0.6812
8.3700,0.5637,0.6847,0.6847
8.3700,0.6037,0.6905,0.6905
8.3700,0.6437,0.6986,0.6986
8.3300,0.6837,0.6705,0.6705
8.3300,0.7237,0.6812,0.6812
8.3300,0.7637,0.6847,0.6847
8.2900,0.8037,0.6512,0.6512
8.2900,0.8437,0.6597,0.6597
8.2900,0.8837,0.6705,0.6705
8.2900,0.9237,0.6812,0.6812
8.2500,0.9637,0.6450,0.6450
8.2500,1.0037,0.6512,0.6512
8.2500,1.0437,0.6597,0.6597
8.2500,1.0837,0.6705,0.6705
8.2500,1.1237,0.6705,0.6705
8.2100,1.1637,0.6412,0.6412
8.2100,1.2037,0.6450,0.6450
8.2100,1.2437,0.6512,0.6512
8.2100,1.2837,0.6597,0.6597
8.2100,1.3237,0.6705,0.6705
8.1700,1.3637,0.6412,0.6412
8.1700,1.4037,0.6450,0.6450
8.1700,1.4437,0.6512,0.6512
8.1700,1.4837,0.6597,0.6597
8.1700,1.5237,0.6705,0.6705
8.1700,1.5637,0.6597,0.6597
8.1300,1.6037,0.6412,0.6412
8.1300,1.6437,0.6450,0.6450
8.1300,1.6837,0.6512,0.6512
8.1300,1.7237,0.6597,0.6597
8.0900,1.7637,0.6325,0.6325
8.0900,1.8037,0.6450,0.6450
8.0900,1.8437,0.6512,0.6512
8.0900,1.8837,0.6597,0.6597
8.0900,1.9237,0.6705,0.6705
8.0500,1.9637,0.6400,0.6400
8.0500,2.0037,0.6400,0.6400
8.0500,2.0437,0.6412,0.6412
8.0500,2.0837,0.6450,0.6450
8.0500,2.1237,0.6512,0.6512
8.0100,2.1637,0.6210,0.6210
