# x_m,y_m,w_tr_right_m,w_tr_left_m
-5.7488,-0.5733,0.5803,0.5803
-5.7488,-0.5933,0.5812,0.5812
-5.7488,-0.6133,0.5826,0.5826
-5.7488,-0.6333,0.5847,0.5847
-5.7488,-0.6533,0.5873,0.5873
-5.7488,-0.6733,0.5905,0.5905
-5.7288,-0.6933,0.5747,0.5747
-5.7288,-0.7133,0.5791,0.5791
-5.7288,-0.7333,0.5800,0.5800
-5.7288,-0.7533,0.5800,0.5800
-5.7288,-0.7733,0.5800,0.5800
-5.7288,-0.7933,0.5800,0.5800
-5.7288,-0.8133,0.5800,0.5800
-5.7288,-0.8333,0.5800,0.5800
-5.7288,-0.8533,0.5800,0.5800
-5.7288,-0.8733,0.5800,0.5800
-5.7288,-0.8933,0.5800,0.5800
-5.7288,-0.9133,0.5800,0.5800
-5.7288,-0.9333,0.5800,0.5800
-5.7288,-0.9533,0.5800,0.5800
-5.7288,-0.9733,0.5800,0.5800
-5.7288,-0.9933,0.5800,0.5800
-5.7288,-1.0133,0.5800,0.5800
-5.7288,-1.0333,0.5800,0.5800
-5.7288,-1.0533,0.5803,0.5803
-5.7288,-1.0733,0.5812,0.5812
-5.7288,-1.0933,0.5803,0.5803
-5.7088,-1.1133,0.5648,0.5648
-5.7088,-1.1333,0.5675,0.5675
-5.7088,-1.1533,0.5708,0.5708
-5.7088,-1.1733,0.5747,0.5747
-5.6888,-1.1933,0.5597,0.5597
-5.6888,-1.2133,0.5600,0.5600
-5.6888,-1.2333,0.5600,0.5600
-5.6888,-1.2533,0.5600,0.5600
-5.6888,-1.2733,0.5600,0.5600
-5.6888,-1.2933,0.5600,0.5600
-5.6888,-1.3133,0.5600,0.5600
-5.6888,-1.3333,0.5600,0.5600
-5.6888,-1.3533,0.5600,0.5600
-5.6888,-1.3733,0.5600,0.5600
-5.6688,-1.3933,0.5400,0.5400
-5.6688,-1.4133,0.5400,0.5400
-5.6688,-1.4333,0.5400,0.5400
-5.6688,-1.4533,0.5400,0.5400
-5.6688,-1.4733,0.5400,0.5400
-5.6688,-1.4933,0.5400,0.5400
-5.6688,-1.5133,0.5400,0.5400
-5.6688,-1.5333,0.5400,0.5400
-5.6488,-1.5533,0.5200,0.5200
-5.6488,-1.5733,0.5200,0.5200
-5.6488,-1.5933,0.5200,0.5200
-5.6288,-1.6133,0.5000,0.5000
-5.6288,-1.6333,0.5003,0.5003
-5.6288,-1.6533,0.5013,0.5013
-5.6288,-1.6733,0.5030,0.5030
-5.6288,-1.6933,0.5053,0.5053
-5.6288,-1.7133,0.5083,0.5083
-5.6088,-1.7333,0.4923,0.4923
-5.6088,-1.7533,0.4967,0.4967
-5.6088,-1.7733,0.5017,0.5017
-5.6088,-1.7933,0.5073,0.5073
-5.6088,-1.8133,0.5119,0.5119
-5.5888,-1.8333,0.4967,0.4967
-5.5888,-1.8533,0.5017,0.5017
-5.5888,-1.8733,0.5073,0.5073
-5.5888,-1.8933,0.5135,0.5135
-5.5888,-1.9133,0.5203,0.5203
-5.5888,-1.9333,0.5277,0.5277
-5.5688,-1.9533,0.5174,0.5174
-5.5688,-1.9733,0.5261,0.5261
-5.5688,-1.9933,0.5353,0.5353
-5.5688,-2.0133,0.5440,0.5440
-5.5688,-2.0333,0.5530,0.5530
-5.5488,-2.0533,0.5440,0.5440
-5.5488,-2.0733,0.5530,0.5530
-5.5288,-2.0933,0.5440,0.5440
-5.5288,-2.1133,0.5530,0.5530
-5.5288,-2.1333,0.5579,0.5579
-5.5088,-2.1533,0.5551,0.5551
-5.4888,-2.1733,0.5490,0.5490
-5.4888,-2.1933,0.5603,0.5603
-5.4688,-2.2133,0.5560,0.5560
-5.4688,-2.2333,0.5530,0.5530
-5.4488,-2.2533,0.5560,0.5560
-5.4288,-2.2733,0.5603,0.5603
-5.4088,-2.2933,0.5648,0.5648
-5.3888,-2.3133,0.5648,0.5648
-5.3688,-2.3333,0.5648,0.5648
-5.3488,-2.3533,0.5648,0.5648
-5.3288,-2.3733,0.5648,0.5648
-5.3088,-2.3933,0.5648,0.5648
-5.3088,-2.4133,0.5530,0.5530
-5.2888,-2.4333,0.5560,0.5560
-5.2688,-2.4533,0.5530,0.5530
-5.2488,-2.4533,0.5621,0.5621
-5.2288,-2.4733,0.5530,0.5530
-5.2088,-2.4933,0.5440,0.5440
-5.1888,-2.4933,0.5530,0.5530
-5.1688,-2.5133,0.5440,0.5440
-5.1488,-2.5133,0.5512,0.5512
-5.1288,-2.5333,0.5356,0.5356
-5.1088,-2.5333,0.5403,0.5403
-5.0888,-2.5333,0.5381,0.5381
-5.0688,-2.5533,0.5280,0.5280
-5.0488,-2.5533,0.5315,0.5315
-5.0288,-2.5533,0.5261,0.5261
-5.0088,-2.5733,0.5083,0.5083
-4.9888,-2.5733,0.5053,0.5053
-4.9688,-2.5733,0.5030,0.5030
-4.9488,-2.5933,0.4814,0.4814
-4.9288,-2.5933,0.4803,0.4803
