# x_m,y_m,w_tr_right_m,w_tr_left_m
-0.9880,-1.5478,0.4337,0.4337
-1.0280,-1.5878,0.4557,0.4557
-1.0680,-1.5878,0.4441,0.4441
-1.1080,-1.5878,0.4337,0.4337
-1.1480,-1.5878,0.4261,0.4261
-1.1880,-1.5878,0.4215,0.4215
-1.2280,-1.6278,0.4600,0.4600
-1.2680,-1.6278,0.4600,0.4600
-1.3080,-1.6678,0.5000,0.5000
-1.3480,-1.7078,0.5400,0.5400
-1.3880,-1.7478,0.5119,0.5119
-1.3880,-1.7878,0.5210,0.5210
-1.4280,-1.8278,0.4946,0.4946
-1.4280,-1.8678,0.5000,0.5000
-1.4280,-1.9078,0.5013,0.5013
-1.4680,-1.9478,0.4657,0.4657
-1.4680,-1.9878,0.4727,0.4727
-1.4680,-2.0278,0.4824,0.4824
-1.4680,-2.0678,0.4946,0.4946
-1.5080,-2.1078,0.4600,0.4600
-1.5080,-2.1478,0.4600,0.4600
-1.5080,-2.1878,0.4614,0.4614
-1.5080,-2.2278,0.4657,0.4657
-1.5080,-2.2678,0.4727,0.4727
-1.5480,-2.3078,0.4441,0.4441
-1.5480,-2.3478,0.4571,0.4571
-1.5480,-2.3878,0.4600,0.4600
-1.5480,-2.4278,0.4600,0.4600
-1.5480,-2.4678,0.4600,0.4600
-1.5480,-2.5078,0.4614,0.4614
-1.5880,-2.5478,0.4261,0.4261
-1.5880,-2.5878,0.4337,0.4337
-1.5880,-2.6278,0.4441,0.4441
-1.5880,-2.6678,0.4571,0.4571
-1.5880,-2.7078,0.4600,0.4600
-1.5880,-2.7478,0.4614,0.4614
-1.5880,-2.7878,0.4571,0.4571
-1.6280,-2.8278,0.4337,0.4337
-1.6280,-2.8678,0.4441,0.4441
-1.6280,-2.9078,0.4571,0.4571
-1.6280,-2.9478,0.4614,0.4614
-1.6280,-2.9878,0.4571,0.4571
-1.6680,-3.0278,0.4441,0.4441
-1.6680,-3.0678,0.4571,0.4571
-1.6680,-3.1078,0.4614,0.4614
-1.6680,-3.1478,0.4571,0.4571
-1.7080,-3.1878,0.4337,0.4337
-1.7080,-3.2278,0.4441,0.4441
-1.7080,-3.2678,0.4571,0.4571
-1.7080,-3.3078,0.4571,0.4571
-1.7480,-3.3478,0.4337,0.4337
-1.7480,-3.3878,0.4441,0.4441
-1.7480,-3.4278,0.4571,0.4571
-1.7480,-3.4678,0.4571,0.4571
-1.7880,-3.5078,0.4215,0.4215
-1.7880,-3.5478,0.4261,0.4261
-1.7880,-3.5878,0.4337,0.4337
-1.8280,-3.6278,0.4060,0.4060
-1.8280,-3.6678,0.4200,0.4200
-1.8280,-3.7078,0.4200,0.4200
-1.8280,-3.7478,0.4215,0.4215
-1.8280,-3.7878,0.4261,0.4261
-1.8680,-3.8278,0.3948,0.3948
-1.8680,-3.8678,0.4060,0.4060
-1.8680,-3.9078,0.4200,0.4200
-1.8680,-3.9478,0.4200,0.4200
-1.8680,-3.9878,0.4215,0.4215
-1.8680,-4.0278,0.4200,0.4200
-1.9080,-4.0678,0.3948,0.3948
-1.9080,-4.1078,0.4060,0.4060
-1.9080,-4.1478,0.4200,0.4200
-1.9080,-4.1878,0.4200,0.4200
-1.9080,-4.2278,0.4200,0.4200
-1.9080,-4.2678,0.4200,0.4200
-1.9080,-4.3078,0.4200,0.4200
-1.9080,-4.3478,0.4200,0.4200
-1.9080,-4.3878,0.4200,0.4200
-1.9080,-4.4278,0.4200,0.4200
-1.9080,-4.4678,0.4200,0.4200
-1.9080,-4.5078,0.4215,0.4215
-1.9080,-4.5478,0.4261,0.4261
-1.9080,-4.5878,0.4337,0.4337
-1.9080,-4.6278,0.4441,0.4441
-1.9480,-4.6678,0.4571,0.4571
-1.9480,-4.7078,0.4600,0.4600
-1.9480,-4.7478,0.4600,0.4600
-1.9480,-4.7878,0.4614,0.4614
-1.9480,-4.8278,0.4657,0.4657
-1.9480,-4.8678,0.4727,0.4727
-1.9480,-4.9078,0.4824,0.4824
-1.9480,-4.9478,0.4946,0.4946
-1.9080,-4.9878,0.5450,0.5450
-1.9080,-5.0278,0.5512,0.5512
-1.9080,-5.0678,0.5597,0.5597
-1.9080,-5.1078,0.5705,0.5705
-1.8680,-5.1078,0.5847,0.5847
-1.8280,-5.1478,0.5512,0.5512
-1.7880,-5.1878,0.5210,0.5210
-1.7480,-5.1878,0.5325,0.5325
-1.7080,-5.2278,0.5013,0.5013
-1.6680,-5.2278,0.5053,0.5053
-1.6280,-5.2278,0.5119,0.5119
-1.5880,-5.2678,0.4824,0.4824
-1.5480,-5.2678,0.4946,0.4946
-1.5080,-5.3078,0.4727,0.4727
-1.4680,-5.3078,0.4824,0.4824
-1.4280,-5.3078,0.4946,0.4946
-1.3880,-5.3478,0.4600,0.4600
-1.3480,-5.3478,0.4600,0.4600
-1.3080,-5.3478,0.4600,0.4600
-1.2680,-5.3878,0.4200,0.4200
-1.2280,-5.3878,0.4200,0.4200
-1.1880,-5.3878,0.4200,0.4200
-1.1480,-5.3878,0.4215,0.4215
-1.1080,-5.3878,0.4261,0.4261
-1.0680,-5.4278,0.3948,0.3948
-1.0280,-5.4278,0.4060,0.4060
