0.6611907,-5.9073535,4.2298927
0.8569585,-5.9487440,4.3990621
1.0512476,-5.9907603,4.3708008
1.2465085,-6.0342519,4.1481769
1.4398707,-6.0783515,3.9071329
1.6343029,-6.1226469,3.6737092
1.8304112,-6.1650402,3.4488007
2.0253777,-6.2018679,3.2524568
2.2243046,-6.2306984,3.0676776
2.4227868,-6.2477012,2.9150161
2.6234879,-6.2501802,2.7688947
2.8227076,-6.2355058,2.6312001
3.0214893,-6.2008218,2.4583352
3.2102144,-6.1444253,2.2687625
3.3957024,-6.0574332,2.0876550
3.5592316,-5.9386293,1.8295351
3.6851213,-5.7871700,1.6475481
3.7693507,-5.6147005,1.7523619
3.8390468,-5.4336547,1.7241189
3.8789562,-5.2396298,1.9135605
3.8874662,-5.0369906,2.0983384
3.8681058,-4.8346108,2.2425363
3.8291777,-4.6399441,2.4321472
3.7769154,-4.4449361,2.6365594
3.7193058,-4.2529921,2.8795160
3.6625010,-4.0588868,2.8795578
3.6163799,-3.8672347,2.6411393
3.5888708,-3.6623994,2.4259467
3.5901268,-3.4627086,2.1785466
3.6140228,-3.2749664,1.8254255
3.6680588,-3.0876396,1.9922567
3.7566975,-2.9113607,2.1668164
3.8732879,-2.7420075,2.3334066
4.0028243,-2.5888615,2.5183227
4.1410932,-2.4409028,2.7421377
4.2785325,-2.2977727,2.9798866
4.4165214,-2.1489887,3.1911090
4.5455121,-1.9989650,3.3632595
4.6656419,-1.8429464,3.4725432
4.7755736,-1.6786757,3.3780059
4.8713630,-1.5050834,3.3403617
4.9536541,-1.3189577,3.3291211
5.0185284,-1.1296789,3.3088314
5.0695242,-0.9350121,3.2925903
5.1075392,-0.7396884,3.2828651
5.1357076,-0.5421852,3.2781160
5.1554270,-0.3457925,3.2750298
5.1682127,-0.1470279,3.2725236
5.1737814,0.0508123,3.1600500
5.1702897,0.2534883,3.0036714
5.1548386,0.4530577,2.8152378
5.1223897,0.6543894,2.6469592
5.0706565,0.8470215,2.5173532
4.9930135,1.0357605,2.4085364
4.9015023,1.2019699,2.2971040
4.7956386,1.3608525,2.1995811
4.6621914,1.5097060,2.1277228
4.5017809,1.6414380,2.0692781
4.3333177,1.7433019,2.0300824
4.1473765,1.8247168,1.9953296
3.9550550,1.8805628,1.9717431
3.7555649,1.9106684,1.9567458
3.5568746,1.9117648,1.9520176
3.3556303,1.8788928,1.9711253
3.1709501,1.8113581,2.0110784
3.0046906,1.7088615,2.0890263
2.8560784,1.5763969,2.1757803
2.7315444,1.4248279,2.4873652
2.6168261,1.2644647,2.7720391
2.4967576,1.0976652,2.9979308
2.3731222,0.9396023,3.1332523
2.2344848,0.7850895,3.0471558
2.0903121,0.6530197,2.9562534
1.9371924,0.5446240,2.9354632
1.7608374,0.4518010,2.9209300
1.5695060,0.3794431,2.9117940
1.3760640,0.3265757,3.0558421
1.1783151,0.2820161,3.1901377
0.9823629,0.2369121,3.2260489
0.7872681,0.1809915,3.1198839
0.6034466,0.1111118,2.9370985
0.4272237,0.0261220,2.7639160
0.2551311,-0.0721763,2.5732123
0.0932363,-0.1897657,2.5680019
-0.0490593,-0.3261619,2.5588742
-0.1747229,-0.4824439,2.6601588
-0.2864604,-0.6505957,2.8510161
-0.3906352,-0.8204979,3.1023990
-0.4955410,-0.9919117,3.3221624
-0.6027020,-1.1595935,3.5109270
-0.7161102,-1.3263099,3.6660345
-0.8338490,-1.4878158,3.8324197
-0.9548865,-1.6441994,4.0161151
-1.0797541,-1.8006145,4.2247768
-1.2031540,-1.9566607,4.1735046
-1.3225163,-2.1146867,4.0108023
-1.4366987,-2.2778239,3.8228328
-1.5439765,-2.4476873,3.6582964
-1.6398011,-2.6195314,3.5149960
-1.7268211,-2.7999606,3.3893663
-1.8027694,-2.9861297,3.2836387
-1.8660983,-3.1746027,3.1650139
-1.9176472,-3.3695222,3.0428571
-1.9550462,-3.5655480,2.9125884
-1.9775523,-3.7648980,2.7797326
-1.9827175,-3.9651331,2.6403136
-1.9671912,-4.1656818,2.5792546
-1.9290402,-4.3593713,2.5890509
-1.8639313,-4.5518469,2.5966993
-1.7754127,-4.7294441,2.6032963
-1.6656063,-4.8922766,2.6082850
-1.5357703,-5.0430246,2.6101496
-1.3908197,-5.1778521,2.5992815
-1.2312824,-5.2944399,2.6727826
-1.0579714,-5.3948130,2.8073828
-0.8752834,-5.4815285,2.9879655
-0.6919301,-5.5561255,3.1436475
-0.5023361,-5.6228844,3.2949851
-0.3111261,-5.6813472,3.4405848
-0.1175825,-5.7335772,3.5890678
0.0761750,-5.7806981,3.7396623
0.2716831,-5.8246743,3.8985010
0.4669933,-5.8665290,3.9722671
0.6611907,-5.9073535,4.2298927
