1.7110990,0.3394920,3.3381148
1.7825647,0.1533207,3.2235406
1.8599030,-0.0302349,3.1089145
1.9437747,-0.2105371,2.9942040
2.0355329,-0.3880608,2.8808373
2.1348568,-0.5599933,2.7690154
2.2433175,-0.7269889,2.6610980
2.3615833,-0.8879273,2.2603778
2.4887103,-1.0401311,1.7667671
2.6256085,-1.1835517,1.4835832
2.7731521,-1.3173838,0.9174643
2.9302772,-1.4381869,0.7627214
3.0978640,-1.5448249,0.6166944
3.2755204,-1.6352253,0.6759007
3.4604079,-1.7060293,0.6667730
3.6526577,-1.7566402,0.7844446
3.8503436,-1.7869844,0.8293717
4.0480142,-1.7985450,1.1464492
4.2469487,-1.7951857,1.1693392
4.4465512,-1.7799998,1.4969227
4.6431389,-1.7560705,2.2246939
4.8403577,-1.7253741,2.5542142
5.0363843,-1.6901898,2.9867923
5.2319411,-1.6521899,3.1179922
5.4271911,-1.6128677,3.2477288
5.6224818,-1.5734387,3.3560448
5.8177966,-1.5347704,3.3800106
6.0132798,-1.4976265,3.2628061
6.2094748,-1.4627068,3.1442845
6.4054913,-1.4307061,3.0223417
6.6026827,-1.4015272,2.8708026
6.7999094,-1.3745568,2.7037865
6.9968036,-1.3476469,2.5198563
7.1942108,-1.3169418,2.3532946
7.3893278,-1.2780508,2.2022202
7.5810674,-1.2258833,2.0789468
7.7678763,-1.1550966,1.9976112
7.9435698,-1.0629057,1.9307757
8.1042529,-0.9471086,1.8722144
8.2461411,-0.8068940,1.9025029
8.3646376,-0.6472527,1.9574801
8.4596795,-0.4731629,2.0305592
8.5334272,-0.2887019,2.1161187
8.5883413,-0.0979151,2.2069173
8.6254675,0.0969067,2.2954337
8.6453296,0.2949897,2.3794625
8.6481214,0.4947895,2.4573705
8.6347043,0.6923103,2.5193904
8.6066692,0.8892624,2.5595826
8.5644208,1.0845870,2.5956435
8.5102208,1.2754274,2.7613302
8.4511244,1.4655363,2.9050096
8.3931450,1.6567386,3.0321230
8.3400601,1.8478390,3.1491210
8.2907121,2.0409407,3.2642565
8.2444471,2.2347555,3.3769156
8.2008120,2.4289670,3.4865546
8.1592646,2.6238619,3.5948096
8.1195061,2.8190369,3.6999808
8.0813190,3.0146156,3.8032592
8.0448681,3.2098562,3.9050145
8.0100025,3.4060636,4.0036860
7.9765679,3.6020073,4.1009192
7.9440252,3.7983250,4.1958429
7.9121573,3.9947777,4.2881067
7.8808072,4.1912647,4.3789434
7.8498333,4.3878556,4.4670899
7.8191357,4.5844702,4.5529068
7.7885861,4.7811739,4.6371106
7.7580798,4.9778022,4.7173118
7.7274451,5.1744648,4.7955833
7.6965290,5.3710989,4.8714632
7.6651756,5.5676223,4.8501925
7.6331970,5.7640848,4.7928330
7.6003990,5.9603907,4.6815879
7.5665267,6.1565259,4.5708869
7.5313103,6.3524074,4.4604618
7.4944598,6.5480064,4.3503027
7.4557038,6.7432306,4.2399929
7.4147754,6.9379759,4.1295417
7.3713838,7.1322298,4.0184846
7.3252486,7.3258704,3.9071362
7.2760846,7.5187302,3.7953245
7.2234841,7.7109386,3.6828621
7.1672331,7.9017416,3.5700463
7.1067321,8.0915261,3.4565825
7.0415391,8.2798742,3.3429362
6.9714308,8.4656346,3.2292718
6.8952055,8.6499651,3.1163462
6.8125908,8.8312989,3.0050539
6.7231677,9.0084528,2.8955977
6.6254161,9.1821102,2.7907886
6.5188942,9.3505834,2.6923117
6.4033130,9.5121592,2.6004246
6.2779394,9.6659290,2.5167172
6.1416467,9.8113780,2.4477724
5.9954547,9.9459114,2.3891938
5.8393199,10.0685090,2.3395001
5.6729771,10.1781414,2.2978691
5.4985442,10.2721569,2.2868524
5.3159549,10.3493057,2.2775021
5.1252486,10.4083502,2.2707132
4.9299980,10.4476884,2.2687223
4.7326008,10.4673207,2.2767234
4.5329651,10.4676182,2.2912667
4.3349638,10.4491475,2.3172500
4.1394120,10.4130339,2.3521271
3.9467832,10.3602720,2.3917873
3.7600591,10.2927234,2.4398718
3.5782381,10.2110376,2.4901609
3.4029393,10.1167199,2.5438613
3.2342273,10.0105450,2.6009503
3.0732268,9.8939184,2.6596640
2.9192039,9.7668506,2.7234488
2.7734549,9.6309454,2.7903369
2.6364215,9.4873572,2.8614037
2.5063871,9.3348294,2.9398894
2.3857281,9.1770211,3.0224359
2.2732846,9.0138553,3.1107378
2.1669635,8.8436815,3.2033283
