7.7950133,5.5017034,6.6309121,0.1928403,-4.2613501
7.7559272,5.6977956,6.5011808,0.2005287,-4.4749335
7.7154000,5.8935730,6.3621003,0.2076833,-4.5774974
7.6734880,6.0890723,6.2166136,0.2146469,-4.8074836
7.6302762,6.2842417,6.0600580,0.2210135,-4.8845841
7.5858725,6.4792301,5.8967362,0.2267041,-4.8446011
7.5404484,6.6738257,5.7301551,0.2318672,-4.8139335
7.4940034,6.8682758,5.5596868,0.2371133,-4.7107617
7.4464971,7.0624402,5.3876529,0.2430326,-4.5747787
7.3977088,7.2561925,5.2151563,0.2506258,-4.3809200
7.3472112,7.4495718,5.0444434,0.2607194,-4.1483891
7.2945080,7.6422269,4.8772868,0.2739920,-3.9351772
7.2387687,7.8343210,4.7132456,0.2915480,-3.5656377
7.1793025,8.0248891,4.5595153,0.3144114,-3.2565078
7.1148581,8.2140320,4.4144379,0.3434896,-2.9872338
7.0441054,8.4013569,4.2770313,0.3800317,-2.5325733
6.9660847,8.5851770,4.1569822,0.4240765,-2.2906404
6.8790250,8.7655971,4.0453339,0.4765899,-1.9854526
6.7819756,8.9402924,3.9460060,0.5395970,-1.4468039
6.6721913,9.1093645,3.8720210,0.6130197,-1.2260692
6.5503626,9.2687828,3.8081986,0.6934738,-0.9962180
6.4171225,9.4164239,3.7555425,0.7753790,-0.9393044
6.2686861,9.5554264,3.7052092,0.8586145,-0.9788305
6.1153164,9.6800189,3.6520199,0.9100330,-1.0451216
5.9599857,9.8000307,3.5943595,0.9225191,-0.5232080
5.7977039,9.9148450,3.5651434,0.9988933,-0.4526960
5.6276367,10.0126724,3.5396701,1.0992982,-0.3868992
5.4441657,10.0943190,3.5177530,1.2036850,-0.3195584
5.2509195,10.1577677,3.4995471,1.3032004,-0.0936756
5.0569811,10.2013507,3.4941923,1.3951323,0.0759953
4.8578494,10.2276097,3.4985371,1.4835581,0.2587491
4.6578270,10.2366834,3.5132900,1.5666688,0.5583717
4.4578091,10.2294875,3.5449172,1.6462097,0.6619465
4.2591897,10.2067906,3.5820493,1.7225852,0.8682602
4.0624378,10.1691151,3.6301789,1.7971042,1.1564752
3.8692897,10.1171111,3.6933109,1.8703594,1.6225759
3.6807070,10.0513189,3.7801103,1.9424716,1.5648055
3.4963660,9.9716710,3.8619719,2.0148097,1.5691547
3.3199620,9.8798167,3.9423544,2.0871839,1.6538365
3.1489611,9.7742076,4.0253379,2.1609947,1.6790326
2.9863878,9.6563003,4.1078711,2.2354347,1.7116769
2.8346244,9.5282482,4.1903359,2.3076802,1.7719882
2.6914694,9.3889982,4.2740306,2.3758782,1.8275775
2.5565745,9.2397823,4.3586677,2.4350028,1.8878160
2.4304454,9.0852083,4.4444024,2.4761417,1.9305351
2.3097038,8.9277835,4.5303996,2.4956708,1.9281188
2.1911816,8.7689600,4.6146898,2.5060432,1.8667300
2.0748581,8.6081893,4.6948548,2.5275137,1.7792440
1.9631700,8.4436764,4.7700088,2.5650792,1.6983691
1.8580686,8.2733973,4.8406585,2.6131705,1.6347980
1.7608223,8.0963253,4.9077031,2.6660682,1.5541464
1.6744250,7.9171513,4.9706017,2.7183254,1.6343421
1.5971819,7.7332021,5.0358985,2.7691106,1.7263951
1.5282649,7.5435100,5.1039660,2.8165540,2.0881141
1.4688118,7.3538496,5.1851012,2.8580498,2.3054105
1.4163157,7.1604196,5.2732299,2.8941436,2.5681692
1.3702608,6.9654932,5.3697003,2.9240232,2.7373295
1.3296135,6.7699373,5.4706523,2.9485359,2.8331153
1.2931971,6.5726064,5.5732115,2.9690284,2.9020970
1.2606456,6.3756314,5.6763469,2.9861498,2.9493699
1.2311293,6.1775772,5.7792769,3.0007476,2.9740587
1.2043104,5.9793243,5.8812447,3.0131931,2.9922934
1.1797627,5.7806892,5.9820838,3.0238014,2.9916265
1.1572045,5.5820385,6.0812291,3.0330315,2.9076593
1.1363126,5.3826542,6.1760666,3.0412673,2.8738637
1.1171634,5.1845031,6.2683921,3.0492183,2.5203912
1.0994280,4.9840471,6.3482569,3.0576661,2.3758405
1.0836623,4.7854576,6.4226320,3.0673219,1.9510550
1.0699185,4.5855708,6.4830713,3.0789358,1.7041502
1.0587247,4.3853827,6.5354047,3.0929081,1.5461748
1.0506228,4.1871131,6.5825268,3.1090011,1.4473177
1.0459319,3.9864445,6.6263324,3.1279041,1.2950077
1.0453235,3.7863126,6.6652841,-3.1334382,0.9779299
1.0493777,3.5872978,6.6945484,-3.1086813,0.4175123
1.0582942,3.3883702,6.7070035,-3.0855369,-3.4559466
1.0714672,3.1887307,6.6031995,-3.0667248,-4.5159708
1.0878217,2.9900756,6.4650450,-3.0527120,-5.3054273
1.1066740,2.7915646,6.2988691,-3.0416504,-5.7684747
1.1274594,2.5923530,6.1130660,-3.0342431,-5.6554724
1.1492676,2.3941407,5.9252492,-3.0302890,-5.4293601
1.1715453,2.1964312,5.7391616,-3.0286612,-5.2262895
1.1942286,1.9973265,5.5541481,-3.0276849,-5.0265687
1.2171504,1.7982686,5.3701947,-3.0260433,-4.8189645
1.2403185,1.6008966,5.1877181,-3.0231284,-4.6212821
1.2645322,1.4013076,5.0064837,-3.0182760,-4.3805368
1.2897476,1.2036214,4.8284145,-3.0106478,-4.1155594
1.3168703,1.0055403,4.6549145,-2.9996926,-3.8812352
1.3467333,0.8070622,4.4851479,-2.9840379,-0.7370312
1.3799475,0.6106632,4.4521786,-2.9627662,-5.9538258
