1.4185379,0.4131547,4.1763163,-2.9331881,-2.3403985
1.4633005,0.2193555,4.0627516,-2.8939927,-2.1427840
1.5172968,0.0260719,3.9559181,-2.8424048,-1.3273645
1.5817466,-0.1628230,3.8882672,-2.7818309,-1.2085345
1.6586109,-0.3478838,3.8256323,-2.7126533,-0.9226522
1.7485434,-0.5266111,3.7771147,-2.6371084,-0.8747225
1.8524678,-0.6979317,3.7305349,-2.5544677,-0.8036616
1.9704754,-0.8596596,3.6872205,-2.4671001,-0.8167148
2.1031619,-1.0106144,3.6426750,-2.3733053,-0.8275298
2.2480401,-1.1470385,3.5969770,-2.2784427,-0.8679400
2.4082557,-1.2708206,3.5484152,-2.1790573,-0.8762745
2.5750744,-1.3756214,3.4987033,-2.0846353,-0.8859509
2.7547292,-1.4660280,3.4477139,-1.9901234,-0.4690564
2.9402858,-1.5390363,3.4204104,-1.9011944,-0.0681536
3.1300008,-1.5950883,3.4164250,-1.8155013,0.3677346
3.3252665,-1.6347525,3.4378738,-1.7266759,1.0122858
3.5235844,-1.6569584,3.4962377,-1.6382421,1.7264081
3.7225108,-1.6618071,3.5935884,-1.5522312,1.8149653
3.9221926,-1.6495754,3.6931669,-1.4689474,1.9332755
4.1212442,-1.6224471,3.7963647,-1.4053300,4.5712987
4.3174056,-1.5865898,4.0298812,-1.3841281,2.5218462
4.5140882,-1.5516750,4.1530892,-1.4114451,1.1513091
4.7125261,-1.5246223,4.2081387,-1.4624020,0.8102226
4.9112998,-1.5089500,4.2464514,-1.5222639,0.2198590
5.1108113,-1.5053306,4.2567884,-1.5819836,0.0768393
5.3116512,-1.5128905,4.2603951,-1.6333104,3.2033875
5.5108441,-1.5281798,4.4081342,-1.6536553,0.8959033
5.7107760,-1.5430398,4.4485751,-1.6310046,-1.8995526
5.9102325,-1.5512390,4.3623846,-1.5905727,-1.1643637
6.1099503,-1.5502978,4.3087003,-1.5412401,-1.0043349
6.3092066,-1.5393913,4.2618512,-1.4909530,-0.9003831
6.5078831,-1.5184638,4.2194090,-1.4408568,-1.1639428
6.7050376,-1.4877307,4.1639020,-1.3914543,-1.2949721
6.9014648,-1.4470187,4.1012637,-1.3412655,-1.6439243
7.0947933,-1.3965599,4.0203408,-1.2891123,-1.7810513
7.2860513,-1.3353501,3.9307880,-1.2321847,-1.9826312
7.4723319,-1.2632858,3.8286367,-1.1699067,-2.3020664
7.6559473,-1.1778389,3.7064966,-1.1002555,-2.4719840
7.8304895,-1.0810291,3.5706924,-1.0275291,-2.8161398
7.9967704,-0.9722928,3.4093960,-0.9565216,-3.3247752
8.1587072,-0.8523217,3.2085465,-0.9298765,-3.2669626
8.3191942,-0.7420905,2.9981116,-1.0051466,-2.9393680
8.4815716,-0.6382727,2.7952718,-0.9650903,-2.9397111
8.6385275,-0.5103399,2.5764858,-0.8018097,-2.8937167
8.7700611,-0.3533693,2.3412393,-0.5796250,-5.5259673
8.8570343,-0.1733937,1.8089161,-0.3227633,-2.5459304
8.8951471,0.0220576,1.5014464,-0.0605917,3.1604454
8.8859002,0.2210090,1.8755944,0.1353110,3.1481583
8.8478818,0.4172410,2.1855102,0.2371426,3.0503392
8.7944380,0.6102513,2.4486626,0.2973000,3.9520358
8.7329096,0.8007392,2.7524409,0.3208916,4.2978230
8.6707506,0.9908548,3.0486318,0.3047651,3.3737021
8.6134226,1.1829523,3.2623498,0.2758155,3.4614956
8.5614520,1.3762370,3.4679671,0.2500174,3.4855739
8.5143531,1.5700496,3.6633717,0.2272591,3.7467690
8.4710643,1.7661960,3.8624100,0.2079746,3.9630292
8.4314239,1.9611459,4.0623378,0.1941342,4.1557911
8.3938331,2.1577669,4.2619280,0.1842393,4.3055415
8.3578866,2.3544590,4.4592982,0.1778078,4.4514008
8.3230382,2.5505174,4.6545638,0.1745319,4.5396336
8.2884618,2.7473944,4.8456023,0.1734549,4.5634151
8.2539788,2.9440886,5.0303347,0.1737508,4.6068285
8.2193852,3.1407774,5.2101851,0.1745011,4.6047751
8.1845896,3.3376766,5.3839549,0.1753136,4.5387142
8.1496983,3.5342604,5.5499100,0.1759432,4.5368655
8.1146768,3.7310690,5.7109799,0.1762147,4.5158454
8.0795786,3.9281260,5.8669140,0.1762852,4.3900996
8.0445832,4.1245923,6.0146318,0.1762634,4.3685126
8.0095302,4.3214041,6.1581069,0.1762805,4.3370467
7.9743847,4.5185325,6.2973158,0.1766536,4.1972346
7.9392806,4.7149782,6.4291677,0.1768849,4.1747254
7.9041158,4.9118351,6.5576832,0.1768269,4.1347334
7.8687062,5.1088044,6.6825318,0.1794540,0.0986820
7.8325521,5.3052436,6.6854831,0.1849950,-1.8176781
